ts,node,bytes_read,bytes_written,bytes_in,bytes_out,ff_in,ff_out,queued_count,queued_bytes,ffrepo_used,content_used,prov_used,heap_used,gc_ms
1788782846,nifi-0,0,239712862208,0,0,0,0,0,0,262144,13811843072,9961472,779486472,5818
1788782847,nifi-1,0,240383950848,0,0,0,0,0,0,786432,7926710272,9699328,741422112,6732
1788782858,nifi-0,0,240316841984,0,0,0,0,0,0,262144,7753957376,10223616,635024984,5865
1788782859,nifi-1,0,240115515392,0,0,0,0,0,0,786432,16359096320,9961472,676650312,6785
1788782870,nifi-0,0,240451059712,0,0,0,0,0,0,524288,17272406016,10485760,497380952,5906
1788782871,nifi-1,0,240853712896,0,0,0,0,0,0,786432,10908598272,9961472,746588864,6829
1788782882,nifi-0,0,240451059712,0,0,0,0,0,0,524288,11446517760,10747904,635954464,5953
1788782883,nifi-1,0,242128781312,0,0,0,0,0,0,1048576,20186136576,10223616,532826832,6872
1788782894,nifi-0,0,240518168576,0,0,0,0,0,0,524288,20596916224,11272192,923739032,5993
1788782895,nifi-1,0,241659019264,0,0,0,0,0,0,1048576,14184611840,10485760,818593552,6911
1788782907,nifi-0,0,240451059712,0,0,0,0,0,0,524288,14459338752,11272192,565585656,6035
1788782908,nifi-1,0,241726128128,0,0,0,0,0,0,262144,16885481472,10485760,676372768,6954
1788782918,nifi-0,0,240383950848,0,0,0,0,0,0,524288,8392278016,11534336,850909720,6078
1788782919,nifi-1,0,241726128128,0,0,0,0,0,0,262144,16620453888,11010048,819146344,6999
1788782931,nifi-0,0,239779971072,0,0,0,0,0,0,524288,17080254464,11796480,782234744,6123
1788782932,nifi-1,0,241927454720,0,0,0,0,0,0,524288,11109924864,11010048,674998872,7056
1788782943,nifi-0,0,240249733120,0,0,0,0,0,0,524288,12202016768,12058624,849491096,6169
1788782944,nifi-1,0,242061672448,0,0,0,0,0,0,524288,20633616384,11272192,534927016,7116
1788782955,nifi-0,0,239847079936,0,0,0,0,0,0,786432,21305229312,12320768,634260432,6212
1788782956,nifi-1,0,241457692672,0,0,0,0,0,0,524288,14195884032,11272192,678206344,7169
1788782967,nifi-0,0,240249733120,0,0,0,0,0,0,524288,15907160064,12582912,777034952,6254
1788782968,nifi-1,0,241524801536,0,0,0,0,0,0,524288,8271953920,11534336,888093600,7224
1788782979,nifi-0,0,240383950848,0,0,0,0,0,0,786432,25182076928,12582912,708251168,6298
1788782981,nifi-1,0,241055039488,0,0,0,0,0,0,524288,17301766144,11796480,745981688,7283
1788782992,nifi-0,0,240652386304,0,0,0,0,2,134217728,786432,19705626624,6029312,706749128,6348
1788782993,nifi-1,0,240652386304,0,0,0,0,0,0,524288,12377915392,6029312,889113632,7356
1788783004,nifi-0,0,240920821760,0,0,0,0,0,0,786432,13102219264,6291456,918677704,6408
1788783005,nifi-1,0,240451059712,0,0,0,0,0,0,786432,21731999744,6029312,608351888,7412
1788783016,nifi-0,0,241457692672,0,0,0,0,0,0,786432,18238668800,6291456,567154264,6457
1788783017,nifi-1,0,240316841984,0,0,0,0,0,0,524288,15003811840,6815744,535703056,7468
1788783028,nifi-0,0,241390583808,0,0,0,0,0,0,786432,16587685888,6553600,504398648,6497
1788783029,nifi-1,0,240115515392,0,0,0,0,0,0,524288,7767851008,7077888,538000472,7521
1788783040,nifi-0,0,241591910400,0,0,0,0,0,0,786432,9059172352,6553600,852778176,6542
1788783041,nifi-1,0,239377317888,0,0,0,0,0,0,786432,17148149760,7340032,538271088,7565
1788783052,nifi-0,0,241189257216,0,0,0,0,0,0,786432,18426888192,6815744,639602704,6594
1788783053,nifi-1,0,238773338112,0,0,0,0,0,0,786432,10896277504,6815744,823930360,7618
1788783064,nifi-0,0,241323474944,0,0,0,0,0,0,786432,13056606208,6815744,784489584,6652
